date,visitStartTime,trafficSource,city,state,userID
2020-04-11,1:54:17,MocoSpace.com,Corpus Christi,Texas,ereddingtonkm
2020-04-11,0:03:25,google.com,El Paso,Texas,hseamonkn
2020-04-11,21:27:45,Ravelry.com,Kalamazoo,Michigan,ssolomonko
2020-04-11,15:04:28,google.com,Columbus,Ohio,lbrettellekp
2020-04-11,5:11:44,facebook.com,Modesto,California,mchallenorkq
2020-04-11,8:00:36,google.com,Memphis,Tennessee,lbilbrookekr
2020-04-11,23:43:01,twitter.com,Las Vegas,Nevada,rcowdroyks
2020-04-11,8:50:14,MocoSpace.com,Chattanooga,Tennessee,ystonhamkt
2020-04-11,18:01:13,twitter.com,Memphis,Tennessee,nyouingsku
2020-04-11,20:51:38,Ravelry.com,Birmingham,Alabama,bmangamkv
2020-04-11,3:02:36,google.com,Dallas,Texas,astrattonkw
2020-04-11,2:54:55,Ravelry.com,Reno,Nevada,cgreserkx
2020-04-11,1:31:17,youtube.com,Cleveland,Ohio,sogborneky
2020-04-11,6:44:55,Ravelry.com,Tyler,Texas,sfranciekz
2020-04-11,15:43:25,Ravelry.com,Palm Bay,Florida,evequaudl0
2020-04-11,11:34:43,MocoSpace.com,Saint Louis,Missouri,acuerdal1
2020-04-11,1:25:40,google.com,Saint Louis,Missouri,mbrumbyl2
2020-04-11,21:53:25,youtube.com,Philadelphia,Pennsylvania,mvaulsl3
2020-04-11,8:13:40,google.com,Boston,Massachusetts,aangeaul4
2020-04-11,17:15:32,youtube.com,Los Angeles,California,khuel5
2020-04-11,20:00:36,youtube.com,Hartford,Connecticut,jkratesl6
2020-04-11,18:57:44,youtube.com,Springfield,Virginia,aolivellal7
2020-04-11,22:31:34,youtube.com,Alexandria,Virginia,mshillitol8
2020-04-11,7:40:15,google.com,Lansing,Michigan,hlefeverl9
2020-04-11,17:36:11,MocoSpace.com,Corpus Christi,Texas,rgaukrodgela
2020-04-11,6:59:42,twitter.com,Washington,District of Columbia,tterbruglb
2020-04-11,13:06:27,youtube.com,Athens,Georgia,jhacquellc
2020-04-11,10:14:25,Ravelry.com,Cheyenne,Wyoming,mkinghamld
2020-04-11,0:25:10,twitter.com,Baltimore,Maryland,mturbardle
2020-04-11,10:27:20,youtube.com,Washington,District of Columbia,noneallf
2020-04-11,1:57:42,Ravelry.com,Sacramento,California,abrissendenlg
2020-04-11,15:22:45,twitter.com,Saint Paul,Minnesota,nofallonlh
2020-04-11,10:06:40,MocoSpace.com,Woburn,Massachusetts,gcrankeli
2020-04-11,15:57:52,facebook.com,Houston,Texas,npenleylj
2020-04-11,19:05:42,youtube.com,San Antonio,Texas,brositalk
2020-04-11,0:59:16,google.com,Albuquerque,New Mexico,gspofforthll
2020-04-11,13:55:52,MocoSpace.com,Fort Myers,Florida,njorissenlm
2020-04-11,7:23:59,Ravelry.com,Jamaica,New York,nromaniniln
2020-04-11,1:03:17,youtube.com,Pasadena,Texas,ynettinglo
2020-04-11,14:12:01,twitter.com,Atlanta,Georgia,lmaciocialp
2020-04-11,15:50:14,MocoSpace.com,West Palm Beach,Florida,pvannaccilq
2020-04-11,5:16:52,facebook.com,Saint Louis,Missouri,bboluslr
2020-04-11,3:50:30,youtube.com,Orlando,Florida,rbroadberriels
2020-04-11,18:13:17,MocoSpace.com,Indianapolis,Indiana,sfairhurstlt
2020-04-11,13:23:18,Ravelry.com,Paterson,New Jersey,ushingfieldlu
2020-04-11,14:59:24,google.com,Fort Lauderdale,Florida,lclemmeylv
2020-04-11,5:44:22,twitter.com,Boise,Idaho,cchaucerlw
2020-04-11,11:38:29,Ravelry.com,Arlington,Texas,gellerbecklx
2020-04-11,3:56:05,MocoSpace.com,Virginia Beach,Virginia,llowinly
2020-04-11,7:43:10,twitter.com,Fort Worth,Texas,rhaillz
2020-04-11,20:52:51,youtube.com,Atlanta,Georgia,bmacnishm0
2020-04-11,23:08:39,twitter.com,Dallas,Texas,smarikhinm1
2020-04-11,1:02:40,facebook.com,Lynn,Massachusetts,kkidnerm2
2020-04-11,3:24:27,MocoSpace.com,Lubbock,Texas,fmcivorm3
2020-04-11,22:31:03,google.com,Dallas,Texas,laronowitzm4
2020-04-11,12:50:42,facebook.com,Kansas City,Missouri,bbamlingm5
2020-04-11,6:58:03,MocoSpace.com,Washington,District of Columbia,agummowm6
2020-04-11,7:14:45,twitter.com,Bismarck,North Dakota,sivanenkovm7
2020-04-11,14:08:37,MocoSpace.com,Atlanta,Georgia,saloshechkinm8
2020-04-11,20:50:01,twitter.com,Melbourne,Florida,hstillym9
2020-04-11,5:05:40,youtube.com,Topeka,Kansas,hfeldererma
2020-04-11,14:50:27,MocoSpace.com,Merrifield,Virginia,rgrigolettimb
2020-04-11,6:19:52,Ravelry.com,Des Moines,Iowa,mwollermc
2020-04-11,12:22:19,MocoSpace.com,Amarillo,Texas,melcummd
2020-04-11,4:58:12,youtube.com,Wilmington,Delaware,gshillakerme
2020-04-11,1:29:54,youtube.com,Los Angeles,California,tgeerdtsmf
2020-04-11,16:27:54,Ravelry.com,Des Moines,Iowa,ahambrickmg
2020-04-11,9:29:40,MocoSpace.com,Las Vegas,Nevada,bbookermh
2020-04-11,16:13:35,facebook.com,Whittier,California,apetrovicmi
2020-04-11,2:03:22,google.com,Peoria,Illinois,bwixeymj
2020-04-11,12:55:55,youtube.com,Pensacola,Florida,dmoinemk
2020-04-11,4:22:06,MocoSpace.com,Greenville,South Carolina,kdowtryml
2020-04-11,7:09:01,Ravelry.com,Sioux Falls,South Dakota,egaymermm
2020-04-11,6:41:51,facebook.com,New York City,New York,spavlovmn
2020-04-11,5:11:07,facebook.com,Hartford,Connecticut,kkleebornmo
2020-04-11,1:51:39,twitter.com,Troy,Michigan,lblackallermp
2020-04-11,17:15:37,Ravelry.com,Fort Worth,Texas,obukowskimq
2020-04-11,20:02:56,MocoSpace.com,Tulsa,Oklahoma,mfirksmr
2020-04-11,7:45:04,Ravelry.com,Boston,Massachusetts,ahegertyms
2020-04-11,3:11:54,twitter.com,Washington,District of Columbia,bskittrellmt
2020-04-11,19:54:49,MocoSpace.com,Dallas,Texas,nwitheropmu
2020-04-11,7:34:20,youtube.com,Olympia,Washington,mtysackmv
2020-04-11,14:21:40,MocoSpace.com,Fairbanks,Alaska,lgallimoremw
2020-04-11,12:57:09,MocoSpace.com,Herndon,Virginia,cdumphreymx
2020-04-11,19:31:52,MocoSpace.com,Monroe,Louisiana,abuxeymy
2020-04-11,7:16:27,twitter.com,Norfolk,Virginia,mtackmz
2020-04-11,7:07:44,youtube.com,Daytona Beach,Florida,gleggsn0
2020-04-11,2:52:33,Ravelry.com,Birmingham,Alabama,kbicknelln1
2020-04-11,1:19:46,facebook.com,Seattle,Washington,gtidswelln2
2020-04-11,7:59:47,MocoSpace.com,Detroit,Michigan,chandrockn3
2020-04-11,13:09:52,youtube.com,Kissimmee,Florida,ydezamoran4
2020-04-11,4:20:58,Ravelry.com,Largo,Florida,vandovern5
2020-04-11,13:55:56,google.com,Southfield,Michigan,jgrindlayn6
2020-04-11,19:03:57,youtube.com,El Paso,Texas,aevesn7
2020-04-11,10:16:30,google.com,Louisville,Kentucky,eeasthamn8
2020-04-11,2:50:18,facebook.com,Honolulu,Hawaii,zbarusn9
2020-04-11,23:55:56,MocoSpace.com,Glendale,Arizona,jowersna
2020-04-11,2:06:10,MocoSpace.com,Oakland,California,cpretsellnb
2020-04-11,22:34:10,facebook.com,Torrance,California,agravenornc
2020-04-11,23:15:42,facebook.com,Boston,Massachusetts,klansdalend
2020-04-11,7:38:12,twitter.com,Idaho Falls,Idaho,hhelwigne
2020-04-11,22:05:14,Ravelry.com,Philadelphia,Pennsylvania,chussynf
2020-04-11,18:40:26,youtube.com,Manchester,New Hampshire,pbarstowkng
2020-04-11,14:32:34,google.com,Bronx,New York,sluetkemeyersnh
2020-04-11,16:01:31,twitter.com,Seattle,Washington,dkubasiewiczni
2020-04-11,1:27:59,twitter.com,Des Moines,Iowa,apinckneynj
2020-04-11,1:36:50,MocoSpace.com,Olympia,Washington,ehaselnk
2020-04-11,16:25:10,Ravelry.com,Cincinnati,Ohio,iazemarnl
2020-04-11,13:32:38,twitter.com,Louisville,Kentucky,awiddowsnm
2020-04-11,2:18:22,twitter.com,Washington,District of Columbia,sbeazleynn
2020-04-11,13:50:09,twitter.com,Jacksonville,Florida,khaydnno
2020-04-11,3:10:28,Ravelry.com,Anaheim,California,mmacdermandnp
2020-04-11,13:35:01,twitter.com,Boise,Idaho,fpeevornq
2020-04-11,23:49:44,Ravelry.com,Roanoke,Virginia,agerbelnr
2020-04-11,8:56:44,youtube.com,Metairie,Louisiana,sdmitrichenkons
2020-04-11,5:06:51,MocoSpace.com,Huntington,West Virginia,shandfordnt
2020-04-11,15:51:52,twitter.com,San Francisco,California,vmaccaullnu
2020-04-11,21:15:04,google.com,Dayton,Ohio,icohalannv
2020-04-11,21:59:25,MocoSpace.com,Albuquerque,New Mexico,hfetherstonenw
2020-04-11,13:20:43,facebook.com,Hot Springs National Park,Arkansas,kcurstonnx
2020-04-11,0:56:12,twitter.com,Saint Paul,Minnesota,bstovellny
2020-04-11,10:30:32,youtube.com,Albuquerque,New Mexico,ljanuarynz
2020-04-11,21:25:48,Ravelry.com,Washington,District of Columbia,dpenhalewicko0
2020-04-11,2:59:25,MocoSpace.com,Arlington,Virginia,lwissbeyo1
2020-04-11,17:21:00,youtube.com,Tucson,Arizona,atiplingo2
2020-04-11,5:46:08,Ravelry.com,Kalamazoo,Michigan,fmarcqo3
2020-04-11,13:35:13,youtube.com,Akron,Ohio,lgreenroado4
2020-04-11,8:56:57,youtube.com,Gilbert,Arizona,nmateso5
2020-04-11,22:08:51,google.com,El Paso,Texas,jupfoldo6
2020-04-11,3:15:38,youtube.com,Durham,North Carolina,wjesteo7
2020-04-11,21:02:16,google.com,Yakima,Washington,acurnoko8
2020-04-11,18:52:37,twitter.com,Arlington,Texas,mteuliero9
2020-04-11,22:57:03,google.com,Cape Coral,Florida,drumpoa
2020-04-11,22:53:29,twitter.com,Newark,Delaware,acorroyerob
2020-04-11,16:24:38,facebook.com,Migrate,Kentucky,drippingaleoc
2020-04-11,19:40:19,google.com,Helena,Montana,ssheeod
2020-04-11,18:19:24,facebook.com,Dallas,Texas,dgerrilloe
2020-04-11,15:45:30,Ravelry.com,Mesquite,Texas,pliepinaof
2020-04-11,15:11:44,youtube.com,Saint Louis,Missouri,dpavekog
2020-04-11,14:19:08,Ravelry.com,Fayetteville,North Carolina,sholdalloh
2020-04-11,21:51:33,facebook.com,Fort Lauderdale,Florida,edelbouxoi
2020-04-11,20:04:04,facebook.com,Durham,North Carolina,aclarkoj
2020-04-11,4:34:12,twitter.com,Fort Worth,Texas,vrennok
2020-04-11,20:03:52,twitter.com,Shreveport,Louisiana,ddooreol
2020-04-11,11:10:23,twitter.com,Saint Louis,Missouri,bputtom
2020-04-11,12:39:47,google.com,Albany,New York,ktannon
2020-04-11,14:29:50,MocoSpace.com,Spartanburg,South Carolina,ndulakeoo
2020-04-11,6:16:06,MocoSpace.com,Macon,Georgia,abloodwortheop
2020-04-11,4:53:32,twitter.com,Baton Rouge,Louisiana,askupinskioq
2020-04-11,17:23:43,youtube.com,Waterloo,Iowa,vvenartor
2020-04-11,15:20:08,MocoSpace.com,Cincinnati,Ohio,rpedicanos
2020-04-11,21:49:10,google.com,Bethesda,Maryland,crycroftot
2020-04-11,19:18:04,google.com,Atlanta,Georgia,cparresou
2020-04-11,3:35:57,google.com,Albuquerque,New Mexico,gtolleov
2020-04-11,18:22:44,youtube.com,San Antonio,Texas,kruslingow
2020-04-11,0:50:07,google.com,Dayton,Ohio,tlouderox
2020-04-11,8:52:16,google.com,Albuquerque,New Mexico,khawksleeoy
2020-04-11,3:44:14,MocoSpace.com,Springfield,Illinois,lstanyanoz
2020-04-11,15:31:40,google.com,Los Angeles,California,wjickellsp0
2020-04-11,8:22:39,youtube.com,Oklahoma City,Oklahoma,tbentsenp1
2020-04-11,9:35:24,Ravelry.com,Topeka,Kansas,spienp2
2020-04-11,9:23:01,google.com,Sioux Falls,South Dakota,rstuttp3
2020-04-11,1:23:19,facebook.com,Duluth,Georgia,naikettp4
2020-04-11,2:46:46,MocoSpace.com,Dallas,Texas,bbonifantp5
2020-04-11,2:14:06,Ravelry.com,Spokane,Washington,ecorrettp6
2020-04-11,7:57:35,youtube.com,Metairie,Louisiana,aibesonp7
2020-04-11,5:57:41,Ravelry.com,Las Vegas,Nevada,awassellp8
2020-04-11,10:49:08,google.com,Pensacola,Florida,djentgesp9
2020-04-11,1:22:28,twitter.com,Philadelphia,Pennsylvania,dpyrtonpa
2020-04-11,20:12:26,MocoSpace.com,El Paso,Texas,dknibleypb
2020-04-11,16:11:20,MocoSpace.com,Miami,Florida,mdrillingcourtpc
2020-04-11,17:09:16,youtube.com,Bridgeport,Connecticut,vcrownepd
2020-04-11,20:55:15,MocoSpace.com,Raleigh,North Carolina,mbinghampe
2020-04-11,22:06:51,twitter.com,Oklahoma City,Oklahoma,mkittemanpf
2020-04-11,21:06:41,MocoSpace.com,El Paso,Texas,mfeedomepg
2020-04-11,20:13:30,MocoSpace.com,Mobile,Alabama,mhurrellph
2020-04-11,0:00:20,facebook.com,Salt Lake City,Utah,cadamipi
2020-04-11,7:20:21,MocoSpace.com,Orlando,Florida,hyukhnevichpj
2020-04-11,8:24:25,google.com,Alexandria,Virginia,emolineuxpk
2020-04-11,14:34:05,facebook.com,Saint Petersburg,Florida,bkobierrapl
2020-04-11,9:49:09,youtube.com,Colorado Springs,Colorado,ssevinpm
2020-04-11,10:04:30,twitter.com,Austin,Texas,cfeatherbypn
2020-04-11,16:01:48,youtube.com,Newark,New Jersey,mcamoyspo
2020-04-11,8:40:16,Ravelry.com,Jefferson City,Missouri,ibarrickpp
2020-04-11,1:44:20,google.com,New York City,New York,hpietrowskipq
2020-04-11,8:49:38,twitter.com,Houston,Texas,nlowrespr
2020-04-11,2:15:50,google.com,Fort Worth,Texas,kadamops
2020-04-11,18:59:18,facebook.com,Tempe,Arizona,akhoterpt
2020-04-11,3:45:44,MocoSpace.com,Saint Louis,Missouri,icopperwaitepu
2020-04-11,5:06:49,google.com,Evansville,Indiana,kcharvillepv
2020-04-11,23:57:04,google.com,Amarillo,Texas,vbaresspw
2020-04-11,5:34:05,google.com,Albuquerque,New Mexico,falmakpx
2020-04-11,23:01:18,youtube.com,Wichita,Kansas,mklementzpy
2020-04-11,16:37:37,google.com,Washington,District of Columbia,vleaverpz
2020-04-11,23:28:56,twitter.com,Hagerstown,Maryland,ndumingosq0
2020-04-11,21:30:34,MocoSpace.com,Elmira,New York,adantonq1
2020-04-11,6:57:26,twitter.com,Washington,District of Columbia,cblackettq2
2020-04-11,17:54:45,youtube.com,Salt Lake City,Utah,mdandreaq3
2020-04-11,10:14:55,MocoSpace.com,Little Rock,Arkansas,bsymcockq4
2020-04-11,11:47:24,MocoSpace.com,Arvada,Colorado,ckarpmannq5
2020-04-11,23:44:09,Ravelry.com,Lakeland,Florida,dcelezq6
2020-04-11,11:49:18,MocoSpace.com,Worcester,Massachusetts,lmckeonq7
2020-04-11,19:27:04,Ravelry.com,Kansas City,Missouri,tgregorinq8
2020-04-11,8:20:35,twitter.com,Roanoke,Virginia,ldietmarq9
2020-04-11,22:52:24,Ravelry.com,Mobile,Alabama,sbattershallqa
2020-04-11,1:45:54,Ravelry.com,Erie,Pennsylvania,chuntallqb
2020-04-11,23:22:56,Ravelry.com,Boston,Massachusetts,jstringerqc
2020-04-11,1:06:23,twitter.com,Bethlehem,Pennsylvania,demmertqd
2020-04-11,17:24:10,twitter.com,Albuquerque,New Mexico,hcarlettqe
2020-04-11,17:43:50,MocoSpace.com,Rockford,Illinois,cheseyqf
2020-04-11,14:33:48,Ravelry.com,Yonkers,New York,dandrockqg
2020-04-11,14:27:50,youtube.com,Washington,District of Columbia,lwondraschekqh
2020-04-11,10:51:38,google.com,Daytona Beach,Florida,wbigmoreqi
2020-04-11,20:57:17,facebook.com,Staten Island,New York,cgrigorioqj
2020-04-11,0:10:42,Ravelry.com,El Paso,Texas,jdonalsonqk
2020-04-11,6:51:46,Ravelry.com,Olympia,Washington,btorelql
2020-04-11,20:44:28,youtube.com,Tampa,Florida,wantoniottiiqm
2020-04-11,23:29:36,google.com,Savannah,Georgia,btrimeqn
2020-04-11,20:12:40,MocoSpace.com,Great Neck,New York,emclugaishqo
2020-04-11,1:11:29,MocoSpace.com,Philadelphia,Pennsylvania,jdavidovskyqp
2020-04-11,4:59:23,MocoSpace.com,Fort Worth,Texas,twycherleyqq
2020-04-11,0:52:09,youtube.com,Charlotte,North Carolina,ccroyqr
2020-04-11,17:28:49,google.com,Tampa,Florida,nbranfordqs
2020-04-11,6:02:47,Ravelry.com,Monticello,Minnesota,jtimmensqt
2020-04-11,6:48:18,google.com,Wichita,Kansas,ewaltonqu
2020-04-11,20:56:14,google.com,Washington,District of Columbia,mkunathqv
2020-04-11,5:31:29,Ravelry.com,Madison,Wisconsin,fcorradeschiqw
2020-04-11,5:31:19,facebook.com,New York City,New York,rriddeqx
2020-04-11,7:43:23,facebook.com,Durham,North Carolina,ppriddingqy
2020-04-11,8:40:45,facebook.com,Garden Grove,California,gbarkawayqz
2020-04-11,22:51:07,google.com,Modesto,California,trogeronr0
2020-04-11,2:50:51,youtube.com,Columbus,Ohio,spadefieldr1
2020-04-11,23:49:04,MocoSpace.com,Buffalo,New York,bgirathsr2
2020-04-11,8:30:11,twitter.com,Green Bay,Wisconsin,hcallamr3
2020-04-11,12:49:28,facebook.com,Great Neck,New York,whattiffr4
2020-04-11,6:48:48,facebook.com,Tulsa,Oklahoma,jigguldenr5
2020-04-11,21:53:47,google.com,Houston,Texas,dlightbourner6
2020-04-11,6:46:33,facebook.com,Brooklyn,New York,tclemenzar7
2020-04-11,12:58:28,twitter.com,Lubbock,Texas,tisacr8
2020-04-11,3:40:20,twitter.com,Cedar Rapids,Iowa,apasticznykr9
2020-04-11,21:10:02,youtube.com,Pensacola,Florida,mresidera
2020-04-11,8:09:33,MocoSpace.com,Winston Salem,North Carolina,mfoottitrb
2020-04-11,8:21:10,youtube.com,Fresno,California,bwindressrc
2020-04-11,5:37:27,twitter.com,Lexington,Kentucky,tgettingsrd
2020-04-11,13:16:23,MocoSpace.com,Washington,District of Columbia,sdupoyre
2020-04-11,15:37:08,youtube.com,Lafayette,Louisiana,mcoarserrf
2020-04-11,12:39:26,Ravelry.com,Olympia,Washington,ehammillrg
2020-04-11,7:33:26,Ravelry.com,Atlanta,Georgia,pbacksalrh
2020-04-11,22:41:39,youtube.com,Fort Worth,Texas,jpaullinri
2020-04-11,7:45:04,youtube.com,Tyler,Texas,ljobernrj
2020-04-11,9:39:15,MocoSpace.com,Richmond,California,ahanniganrk
2020-04-11,21:44:41,youtube.com,Tulsa,Oklahoma,hjurischrl
2020-04-11,0:48:10,google.com,Baltimore,Maryland,pjalesrm
2020-04-11,23:45:13,youtube.com,Austin,Texas,lmamwellrn
2020-04-11,10:30:07,google.com,Rochester,New York,owahnckero
2020-04-11,21:11:13,MocoSpace.com,Norwalk,Connecticut,ecordayrp
2020-04-11,11:12:47,google.com,Sacramento,California,harmittrq
2020-04-11,19:44:43,Ravelry.com,Newport Beach,California,dfliegrr
2020-04-11,10:21:23,MocoSpace.com,Montpelier,Vermont,swhiteland0
2020-04-11,22:04:37,google.com,Olympia,Washington,jglason1
2020-04-11,20:41:25,google.com,Erie,Pennsylvania,dkubelka2
2020-04-11,11:07:37,Ravelry.com,Sacramento,California,bmeni3
2020-04-11,21:34:12,MocoSpace.com,Columbia,South Carolina,awarlawe4
2020-04-11,8:21:14,Ravelry.com,Duluth,Georgia,emouncher5
2020-04-11,0:05:10,google.com,San Bernardino,California,mcotherill6
2020-04-11,7:16:44,youtube.com,Philadelphia,Pennsylvania,ckilfether7
2020-04-11,8:21:07,Ravelry.com,Greensboro,North Carolina,bbellew8
2020-04-11,21:39:02,MocoSpace.com,Rochester,New York,csidary9
2020-04-11,0:30:00,MocoSpace.com,New York City,New York,nspondleya
2020-04-11,19:47:38,google.com,Evansville,Indiana,svanoortb
2020-04-11,20:53:19,facebook.com,Huntington,West Virginia,jdearanc
2020-04-11,10:06:16,facebook.com,Houston,Texas,fgoszd
2020-04-11,19:10:40,facebook.com,Las Vegas,Nevada,gwhelpdalee
2020-04-11,6:10:54,youtube.com,Riverside,California,habeauf
2020-04-11,13:51:11,twitter.com,San Diego,California,gcornellg
2020-04-11,7:45:23,google.com,Fairbanks,Alaska,srubenfeldh
2020-04-11,13:43:04,MocoSpace.com,Oklahoma City,Oklahoma,aextilli
2020-04-11,0:12:07,Ravelry.com,Tulsa,Oklahoma,hkeiltyj
2020-04-11,2:24:41,Ravelry.com,Phoenix,Arizona,vwhyberdk
2020-04-11,14:55:42,youtube.com,New York City,New York,bellamsl
2020-04-11,23:29:25,MocoSpace.com,Chattanooga,Tennessee,rkaminskim
2020-04-11,16:24:53,Ravelry.com,Suffolk,Virginia,thellewelln
2020-04-11,7:35:59,Ravelry.com,Trenton,New Jersey,lgusneyo
2020-04-11,16:59:38,youtube.com,Saint Augustine,Florida,raleksandrikinp
2020-04-11,2:07:03,Ravelry.com,Edmond,Oklahoma,jgiannasiq
2020-04-11,9:11:54,facebook.com,Daytona Beach,Florida,awinfindaler
2020-04-11,16:26:23,MocoSpace.com,Chicago,Illinois,ebriggs
2020-04-11,11:41:48,facebook.com,New York City,New York,proddent
2020-04-11,16:24:39,facebook.com,New York City,New York,lmacphersonu
2020-04-11,19:03:16,Ravelry.com,Pensacola,Florida,mabellav
2020-04-11,6:47:33,Ravelry.com,Spokane,Washington,smcnamaraw
2020-04-11,14:19:32,MocoSpace.com,Louisville,Kentucky,jmattiassix
2020-04-11,1:46:04,MocoSpace.com,Boston,Massachusetts,gwalshamy
2020-04-11,22:06:31,google.com,Oklahoma City,Oklahoma,cabrashkovz
2020-04-11,1:30:16,MocoSpace.com,Philadelphia,Pennsylvania,mstollmeier10
2020-04-11,3:55:44,Ravelry.com,Dayton,Ohio,jveck11
2020-04-11,9:06:30,youtube.com,Lexington,Kentucky,bgreve12
2020-04-11,21:05:21,MocoSpace.com,Las Vegas,Nevada,doiller13
2020-04-11,19:03:01,google.com,Kent,Washington,ireaditt14
2020-04-11,22:47:39,MocoSpace.com,Saint Louis,Missouri,rdissman15
2020-04-11,11:08:05,google.com,Atlanta,Georgia,nspelling16
2020-04-11,14:35:47,facebook.com,Dallas,Texas,hpegden17
2020-04-11,15:34:37,google.com,Johnstown,Pennsylvania,mdosdell18
2020-04-11,8:35:35,youtube.com,Evansville,Indiana,dsullly19
2020-04-11,7:07:47,google.com,Tampa,Florida,rvanniekerk1a
2020-04-11,2:50:06,twitter.com,Independence,Missouri,mscholer1b
2020-04-11,4:09:54,facebook.com,Dallas,Texas,jjeannard1c
2020-04-11,8:43:01,MocoSpace.com,Salt Lake City,Utah,nlightowler1d
2020-04-11,6:57:47,google.com,Saint Louis,Missouri,kgibbie1e
2020-04-11,0:54:22,google.com,Atlanta,Georgia,rlorne1f
2020-04-11,17:57:29,google.com,Rochester,New York,nmagarrell1g
2020-04-11,12:23:21,twitter.com,Jacksonville,Florida,jeggar1h
2020-04-11,5:38:17,twitter.com,Charlottesville,Virginia,acuxon1i
2020-04-11,18:18:43,google.com,Kingsport,Tennessee,ryerrall1j
2020-04-11,4:02:58,MocoSpace.com,Pittsburgh,Pennsylvania,dellor1k
2020-04-11,8:53:21,Ravelry.com,Wilmington,Delaware,punderdown1l
2020-04-11,21:06:27,youtube.com,Washington,District of Columbia,hocrigane1m
2020-04-11,21:58:38,google.com,Charlotte,North Carolina,tmatschuk1n
2020-04-11,21:24:43,youtube.com,Charlotte,North Carolina,tbritch1o
2020-04-11,14:07:37,facebook.com,Los Angeles,California,efausch1p
2020-04-11,6:47:22,google.com,Buffalo,New York,tcausier1q
2020-04-11,21:35:51,MocoSpace.com,Saint Louis,Missouri,myoakley1r
2020-04-11,23:46:01,twitter.com,Pasadena,California,lputman1s
2020-04-11,14:40:58,Ravelry.com,Hicksville,New York,laldhouse1t
2020-04-11,22:35:47,google.com,Salt Lake City,Utah,bgrinsdale1u
2020-04-11,8:05:46,youtube.com,Austin,Texas,mdurber1v
2020-04-11,13:58:47,MocoSpace.com,Atlanta,Georgia,dlincke1w
2020-04-11,12:22:07,youtube.com,Saint Louis,Missouri,livermee1x
2020-04-11,6:29:49,google.com,Tulsa,Oklahoma,lsturmey1y
2020-04-11,1:40:35,Ravelry.com,Boca Raton,Florida,zmonini1z
2020-04-11,8:04:45,Ravelry.com,Carson City,Nevada,eambridge20
2020-04-11,16:17:30,youtube.com,Allentown,Pennsylvania,odiplock21
2020-04-11,15:14:50,twitter.com,Philadelphia,Pennsylvania,gstrahan22
2020-04-11,20:56:56,Ravelry.com,Huntsville,Alabama,cmacconchie23
2020-04-11,7:15:30,facebook.com,Tulsa,Oklahoma,jleavesley24
2020-04-11,8:00:25,google.com,Milwaukee,Wisconsin,lmcandie25
2020-04-11,15:06:28,MocoSpace.com,Birmingham,Alabama,acallard26
2020-04-11,9:46:48,Ravelry.com,San Francisco,California,dkilmary27
2020-04-11,5:52:51,MocoSpace.com,Orlando,Florida,cbentley28
2020-04-11,12:57:00,facebook.com,Kansas City,Missouri,vjancar29
2020-04-11,1:08:15,twitter.com,Pittsburgh,Pennsylvania,rkettley2a
2020-04-11,22:01:56,youtube.com,Houston,Texas,wbiskupek2b
2020-04-11,6:31:28,twitter.com,Washington,District of Columbia,rspendlove2c
2020-04-11,16:25:48,google.com,Dallas,Texas,kmacgillespie2d
2020-04-11,7:09:47,Ravelry.com,Huntington,West Virginia,jscholler2e
2020-04-11,16:08:08,Ravelry.com,Lancaster,Pennsylvania,fbeeres2f
2020-04-11,3:15:15,youtube.com,Houston,Texas,dmaber2g
2020-04-11,3:00:23,facebook.com,Asheville,North Carolina,dwennam2h
2020-04-11,18:07:26,youtube.com,Norfolk,Virginia,ldorosario2i
2020-04-11,1:56:15,Ravelry.com,Richmond,Virginia,marnaudi2j
2020-04-11,10:44:21,google.com,Grand Rapids,Michigan,ckrimmer2k
2020-04-11,4:00:44,facebook.com,Houston,Texas,msyvret2l
2020-04-11,1:04:46,facebook.com,Dallas,Texas,mchittie2m
2020-04-11,2:08:29,youtube.com,Schenectady,New York,akarlik2n
2020-04-11,0:48:30,youtube.com,Tampa,Florida,clewsey2o
2020-04-11,10:08:35,facebook.com,New York City,New York,chawksworth2p
2020-04-11,4:08:40,Ravelry.com,Tucson,Arizona,mmattack2q
2020-04-11,21:54:26,facebook.com,Moreno Valley,California,fkalisz2r
2020-04-11,23:12:28,Ravelry.com,El Paso,Texas,dpawlaczyk2s
2020-04-11,6:32:27,Ravelry.com,Alexandria,Louisiana,oharsnep2t
2020-04-11,8:50:53,Ravelry.com,San Francisco,California,btuffield2u
2020-04-11,17:09:16,youtube.com,Norfolk,Virginia,astebbings2v
2020-04-11,10:22:22,google.com,Wilmington,Delaware,kgoford2w
2020-04-11,8:57:16,youtube.com,Stockton,California,fpayton2x
2020-04-11,19:23:06,google.com,Roanoke,Virginia,istruttman2y
2020-04-11,4:19:27,twitter.com,Mesa,Arizona,kbarczewski2z
2020-04-11,18:34:43,Ravelry.com,Shreveport,Louisiana,plampens30
2020-04-11,0:37:09,facebook.com,New Orleans,Louisiana,ktremlett31
2020-04-11,13:18:01,youtube.com,New Orleans,Louisiana,tskipper32
2020-04-11,10:11:44,MocoSpace.com,Canton,Ohio,gcowtherd33
2020-04-11,18:22:21,MocoSpace.com,Springfield,Illinois,cgolley34
2020-04-11,21:38:04,google.com,Phoenix,Arizona,nrigler35
